Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
2636323136416443,1 to 15 Years,BBA,$58K-$91K,Vienna,Austria,47.5162,14.5501,Intern,98936,2023-05-23,Both,Joshua Garcia,335-755-1018,Social Media Coordinator,Content Creator,Idealist,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity","Create compelling and shareable content for social media platforms, including text, images, and videos. Collaborate with designers and photographers for visuals. Engage with the audience and respond to comments.",MGM Resorts International,"{""Sector"":""Hospitality and Entertainment"",""Industry"":""Hotels, Casinos, Resorts"",""City"":""Las Vegas"",""State"":""Nevada"",""Zip"":""89109"",""Website"":""www.mgmresorts.com"",""Ticker"":""MGM"",""CEO"":""William J. Hornbuckle""}"
2295357905269099,3 to 9 Years,PhD,$61K-$83K,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,Temporary,29175,2022-01-20,Both,Francisco Anderson,678.261.7573x53659,Financial Advisor,Wealth Management Advisor,Jobs2Careers,Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Wealth management strategies Asset allocation Estate planning Tax management Client relationship management,"Manage high-net-worth clients financial portfolios and assets. Offer comprehensive wealth management services, including estate planning and asset allocation. Provide personalized financial guidance.",CHS,"{""Sector"":""Agriculture"",""Industry"":""Food Production"",""City"":""Inver Grove Heights"",""State"":""Minnesota"",""Zip"":""55077"",""Website"":""www.chsinc.com"",""Ticker"":"""",""CEO"":""Jay D. Debertin""}"
1287859173756258,5 to 14 Years,BCA,$60K-$123K,Jerusalem,Israel,31.0461,34.8516,Full-Time,89844,2023-08-20,Female,Rachel Mason,(376)626-1809x9727,Mechanical Engineer,Mechanical Design Engineer,CareerBuilder,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Mechanical engineering CAD software (e.g., SolidWorks, AutoCAD) Finite element analysis Product development Prototyping","Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses.",Leidos Holdings,"{""Sector"":""IT Services"",""Industry"":""Information Technology Services"",""City"":""Reston"",""State"":""Virginia"",""Zip"":""20190"",""Website"":""www.leidos.com"",""Ticker"":""LDOS"",""CEO"":""Thomas A. Bell""}"
1077563566949011,1 to 13 Years,MCA,$57K-$97K,San Jose,Costa Rica,9.7489,-83.7534,Full-Time,78815,2022-01-11,Male,Susan Thomas,(441)389-6784,Financial Controller,Finance Manager,Dice,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning","Oversee financial operations, including budgeting, financial reporting, and cash flow management. Ensure compliance with accounting standards and regulations. Supervise finance staff.",HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
1243510146608275,4 to 10 Years,MCA,$58K-$84K,"Malabo (de jure),",Equatorial Guinea,1.6508,10.2679,Full-Time,77568,2021-12-18,Both,William Taylor,(751)566-0856x58290,Teacher,Subject Matter Expert,The Muse,A Subject Matter Expert possesses deep knowledge in a specific field and provides expertise to solve complex problems or guide decision-making within that domain.,"{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency,Specialize in a particular subject area and develop curriculum materials. Provide expertise and guidance to other educators. Stay updated on educational trends and research.,Baker Hughes,"{""Sector"":""Energy"",""Industry"":""Oil and Gas Equipment, Services"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77073"",""Website"":""www.bakerhughes.com"",""Ticker"":""BKR"",""CEO"":""Lorenzo Simonelli""}"
537776458558106,2 to 13 Years,BCA,$56K-$112K,Roseau,Dominica,15.4149,-61.3705,Contract,107647,2022-09-05,Both,Stacy Townsend,(684)413-9227x7808,Content Writer,Content Strategist,Dice,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Content strategy Content planning SEO optimization Content marketing Analytics,"Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.",AECOM,"{""Sector"":""Engineering and Construction"",""Industry"":""Engineering & Construction"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75240"",""Website"":""www.aecom.com"",""Ticker"":""ACM"",""CEO"":""Troy Rudd""}"
3036186703975958,2 to 12 Years,PhD,$55K-$105K,Dakar,Senegal,14.4974,-14.4524,Part-Time,69930,2023-05-11,Both,Jessica Hogan,4553798824,Administrative Assistant,Executive Assistant,FlexJobs,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)","Provide high-level administrative support to executives, including managing schedules and communications. Coordinate meetings and travel arrangements. Handle confidential information with discretion.",China Vanke,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.vanke.com/"",""Ticker"":""2202.HK"",""CEO"":""Yu Liang""}"
2422872881148720,5 to 9 Years,M.Com,$62K-$98K,Ashgabat,Turkmenistan,38.9697,59.5563,Full-Time,77933,2022-02-04,Male,Brittany Snyder,001-257-640-1865x804,Account Executive,Sales Account Executive,Internships.com,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,Identify and pursue sales opportunities with new and existing clients. Build and maintain client relationships. Meet or exceed sales targets and quotas.,Williams,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Tulsa"",""State"":""Oklahoma"",""Zip"":""74172"",""Website"":""www.williams.com"",""Ticker"":""WMB"",""CEO"":""Alan S. Armstrong""}"
519491874064591,1 to 15 Years,B.Com,$60K-$85K,Canberra,Australia,-25.2744,133.7751,Part-Time,100238,2021-12-17,Female,Cynthia Taylor,001-737-645-3932,Mechanical Designer,CAD Technician,Stack Overflow Jobs,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise.,Ferguson plc,"{""Sector"":""Construction and Engineering"",""Industry"":""Distribution/Wholesale"",""City"":""Newport News"",""State"":""VA"",""Zip"":""23602"",""Website"":""www.fergusonplc.com"",""Ticker"":""FERG.L"",""CEO"":""Kevin Murphy""}"
146553325193369,3 to 12 Years,B.Tech,$61K-$123K,Nairobi,Kenya,-1.2864,36.8172,Temporary,117986,2022-06-06,Male,Sharon Lewis,744-687-9119x06792,Office Manager,Office Coordinator,The Muse,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,Coordinate office activities and workflow. Assist with document management and filing. Manage office supplies and vendor relationships.,Motorola Solutions,"{""Sector"":""Communication Equipment"",""Industry"":""Network and Other Communications Equipment"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60661"",""Website"":""www.motorolasolutions.com"",""Ticker"":""MSI"",""CEO"":""Gregory Q. Brown""}"
103732299617716,3 to 11 Years,MCA,$61K-$125K,Port Moresby,Papua New Guinea,-6.314993,143.95555,Part-Time,39063,2021-12-07,Male,Kathleen Bowen,+1-625-627-1789x1986,Sales Manager,Key Account Manager,Idealist,"Manage key client accounts, build strong relationships, and drive revenue growth.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Key account management Relationship building Sales negotiation,Build and maintain relationships with key clients. Develop account strategies and negotiate contracts. Ensure client satisfaction and retention.,Lennar,"{""Sector"":""Construction"",""Industry"":""Homebuilders"",""City"":""Miami"",""State"":""Florida"",""Zip"":""33126"",""Website"":""www.lennar.com"",""Ticker"":""LEN"",""CEO"":""Jonathan M. Jaffe""}"
2014742310137621,3 to 12 Years,M.Tech,$55K-$129K,Ṣo Tom̩,Sao Tome and Principe,0.1864,6.6131,Contract,38756,2022-09-29,Male,Samantha Mcdowell,(736)242-3326x529,Software Tester,Automation Tester,Idealist,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement.,Woodside Petroleum,"{""Sector"":""Energy"",""Industry"":""Oil & Gas"",""City"":""Perth"",""State"":""WA"",""Zip"":""6000"",""Website"":""https://www.woodside.com.au/"",""Ticker"":""WPL"",""CEO"":""Meg O'Neill""}"
1208789032546180,2 to 8 Years,BA,$63K-$102K,Ṣo Tom̩,Sao Tome and Principe,0.1864,6.6131,Contract,134099,2022-08-20,Both,Kristina Lowe,+1-281-237-9796x16696,Chemical Engineer,Quality Control Engineer,The Muse,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Quality control processes Quality assurance standards (e.g., ISO) Statistical analysis Inspection techniques Documenting quality issues Root cause analysis Communication with production teams Problem-solving Attention to detail Technical knowledge",Focus on product quality assurance and testing. Develop quality control procedures and standards. Investigate and resolve quality issues.,Go-Ahead Group,"{""Sector"":""Transportation"",""Industry"":""Transportation - Rail"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.go-ahead.com"",""Ticker"":""GOG.L"",""CEO"":""David Brown""}"
2988324424191148,2 to 9 Years,MBA,$56K-$97K,Vilnius,Lithuania,55.1694,23.8813,Contract,56698,2023-05-24,Both,Dave Richardson,888-472-3106x7567,Office Manager,Facilities Manager,Internships.com,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,"Manage office facilities, including maintenance and space planning. Ensure workplace safety and compliance. Oversee office renovations and improvements.",A-Mark Precious Metals,"{""Sector"":""Mining"",""Industry"":""Wholesalers: Diversified"",""City"":""El Segundo"",""State"":""California"",""Zip"":""90245"",""Website"":""www.amark.com"",""Ticker"":""AMRK"",""CEO"":""Gregory N. Roberts""}"
3002395146633813,3 to 10 Years,B.Tech,$63K-$86K,Antananarivo,Madagascar,-18.8792,46.8451,Full-Time,79409,2022-09-14,Male,Angela Hughes,(681)841-1781,Sales Representative,Inside Sales Representative,CareerBuilder,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building","Identify and qualify sales leads, conduct sales presentations, and close deals through phone and email. Maintain accurate sales records and reports. Provide excellent customer service throughout the sales process.",XPO,"{""Sector"":""Transportation"",""Industry"":""Transportation and Logistics"",""City"":""Greenwich"",""State"":""Connecticut"",""Zip"":""6831"",""Website"":""www.xpo.com"",""Ticker"":""XPO"",""CEO"":""Mario A. Harik""}"
1374134449864017,4 to 12 Years,BBA,$60K-$86K,Amsterdam,Netherlands,52.1326,5.2913,Intern,99746,2023-03-09,Male,Taylor Bradley,290.766.7801,Executive Assistant,Personal Assistant,Stack Overflow Jobs,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Organizational and time management skills Calendar and appointment management Communication and correspondence Travel coordination Discretion and confidentiality,"Provide high-level administrative support to executives, including calendar management and travel arrangements. Prepare reports, presentations, and correspondence. Act as a gatekeeper and handle confidential information.",Westlake,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77056"",""Website"":""www.westlake.com"",""Ticker"":""WLK"",""CEO"":""Albert Yuan Chao""}"
2772920393432912,2 to 14 Years,BCA,$56K-$106K,Nuuk,Greenland,71.7069,-42.6043,Part-Time,80594,2022-06-19,Male,Shane Russell,+1-926-508-9951,Supply Chain Analyst,Logistics Analyst,Internships.com,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",Shree Cement,"{""Sector"":""Cement & Aggregates"",""Industry"":""Cement and Building Materials"",""City"":""Kolkata"",""State"":""West Bengal"",""Zip"":""700016"",""Website"":""https://www.shreecement.com/"",""Ticker"":""SHREECEM"",""CEO"":""Hari Mohan Bangur""}"
2201664610084998,4 to 12 Years,BCA,$62K-$102K,Dhaka,Bangladesh,23.685,90.3563,Temporary,55810,2022-08-08,Male,Benjamin Chung,(631)303-3582x795,Art Teacher,Studio Art Teacher,Jobs2Careers,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Art instruction Classroom management Art techniques Lesson planning Student assessment,Focus on specific art mediums or techniques in a studio environment. Provide hands-on instruction and guidance. Encourage students to explore and refine their artistic skills.,Salesforce,"{""Sector"":""Technology"",""Industry"":""Computer Software"",""City"":""San Francisco"",""State"":""California"",""Zip"":""94105"",""Website"":""www.salesforce.com"",""Ticker"":""CRM"",""CEO"":""Marc R. Benioff""}"
1070094687163912,1 to 15 Years,MCA,$64K-$82K,Castries,St. Lucia,13.9094,-60.9789,Intern,77894,2021-11-28,Female,Frederick Cox,+1-614-417-9918x62672,Supply Chain Analyst,Logistics Analyst,CareerBuilder,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",Community Health Systems,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Franklin"",""State"":""Tennessee"",""Zip"":""37067"",""Website"":""www.chs.net"",""Ticker"":""CYH"",""CEO"":""Tim L. Hingten""}"
1963903505312707,4 to 13 Years,M.Tech,$62K-$80K,Ottawa,Canada,56.1304,-106.3468,Full-Time,46412,2023-04-11,Male,Michael Fox,(305)407-2622x841,Substance Abuse Counselor,Family Counselor,FlexJobs,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Family counseling Marriage and family therapy Conflict resolution skills,Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams.,CVS Health,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Pharmacy and Other Services"",""City"":""Woonsocket"",""State"":""Rhose Island"",""Zip"":""2895"",""Website"":""www.cvshealth.com"",""Ticker"":""CVS"",""CEO"":""Karen S. Lynch""}"
1127508986261731,5 to 14 Years,B.Tech,$60K-$95K,Juba,South Sudan,6.877,31.307,Temporary,25993,2023-08-02,Both,Susan Holden,819.977.2019,Speech Therapist,Speech Pathologist,Snagajob,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,Diagnose and treat a wide range of speech and language disorders across age groups. Use assessment tools and therapeutic techniques. Help individuals improve their communication abilities.,Fortune Brands Innovations,"{""Sector"":""Manufacturing"",""Industry"":""Building Materials, Glass"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.fbin.com"",""Ticker"":""FBIN"",""CEO"":""Nicholas Fink""}"
101573916157303,3 to 14 Years,BBA,$64K-$116K,Tbilisi,Georgia,42.3154,43.3569,Part-Time,60371,2022-12-29,Both,Jose Bush,237.687.1197x936,Purchasing Agent,Inventory Manager,USAJOBS,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,"Manage inventory levels, track stock, and optimize inventory processes. Ensure stock availability and minimize carrying costs. Conduct inventory audits and reconcile discrepancies.",Performance Food Group,"{""Sector"":""Food and Beverage"",""Industry"":""Wholesalers: Food and Grocery"",""City"":""Richmond"",""State"":""Virginia"",""Zip"":""23238"",""Website"":""www.pfgc.com"",""Ticker"":""PFGC"",""CEO"":""George L. Holm""}"
941202519308153,0 to 8 Years,M.Com,$57K-$118K,Panama City,Panama,8.5379,-80.7821,Intern,125337,2023-04-12,Male,Betty Cruz,+1-680-271-9680x05599,Marketing Analyst,Data Analyst,FlexJobs,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,Westpac Banking Corporation,"{""Sector"":""Banking"",""Industry"":""Banking/Financial Services"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.westpac.com.au/"",""Ticker"":""WBC"",""CEO"":""Peter King""}"
823741303746808,1 to 15 Years,MCA,$55K-$126K,City of Port Louis,Mauritius,-20.3484,57.5522,Contract,83361,2022-11-13,Both,Sarah Jones,+1-236-949-4008x48498,Inventory Analyst,Inventory Control Specialist,The Muse,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,"Manage inventory levels, track stock movements, and optimize inventory turnover. Conduct regular inventory counts and reconcile discrepancies. Ensure accurate and efficient inventory management.",Publix Super Markets,"{""Sector"":""Retail"",""Industry"":""Food and Drug Stores"",""City"":""Lakeland"",""State"":""Florida"",""Zip"":""33811"",""Website"":""www.publix.com"",""Ticker"":"""",""CEO"":""Todd Jones""}"
2164018785598320,5 to 8 Years,MBA,$63K-$105K,Ulaanbaatar,Mongolia,46.8625,103.8467,Part-Time,49208,2023-05-20,Female,Brent Shaffer,001-740-902-3943x9640,Customer Support Specialist,Customer Success Manager,Stack Overflow Jobs,"Customer Success Managers focus on ensuring customer satisfaction and retention. They build relationships with clients, understand their needs, and work to maximize the value customers receive from products or services, ultimately driving customer success and loyalty.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Customer relationship management Onboarding and training Customer feedback analysis Retention strategies Cross-selling and upselling Strong communication and empathy Customer advocacy,"Build and maintain strong customer relationships, ensuring customer satisfaction and retention. Identify opportunities to upsell or cross-sell products or services. Gather and relay customer feedback to improve products.",NIO Inc.,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.nio.com/"",""Ticker"":""NIO"",""CEO"":""William Li Bin""}"
2535012807695500,0 to 8 Years,MCA,$64K-$86K,Ulaanbaatar,Mongolia,46.8625,103.8467,Temporary,36838,2023-02-26,Both,Katherine Bradley,208.226.1167,Marketing Manager,Product Marketing Manager,Snagajob,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration,"Promote specific products or services through marketing plans, product messaging, and collaboration with sales teams. Conduct market research and competitor analysis. Create product launch plans.",Lam Research,"{""Sector"":""Semiconductor"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Fremont"",""State"":""California"",""Zip"":""94538"",""Website"":""www.lamresearch.com"",""Ticker"":""LRCX"",""CEO"":""Timothy M. Archer""}"
2099928773598710,0 to 10 Years,MBA,$56K-$126K,Riga,Latvia,56.8796,24.6032,Intern,67492,2023-01-12,Female,Kristy Coleman,+1-763-874-3244x8724,Email Marketing Specialist,Email Campaign Manager,Internships.com,"Plan, execute, and analyze email marketing campaigns to engage subscribers, increase conversions, and build brand awareness.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Email marketing strategies Email marketing platforms (e.g., MailChimp, HubSpot) Audience segmentation A/B testing Campaign analytics Copywriting HTML/CSS for email Marketing automation Communication skills Data analysis Attention to detail","Plan and execute email marketing campaigns, including segmenting lists and scheduling sends. Create compelling email content and visuals. Analyze email performance and optimize campaigns.",Quanta Services,"{""Sector"":""Construction"",""Industry"":""Engineering & Construction"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77008"",""Website"":""www.quantaservices.com"",""Ticker"":""PWR"",""CEO"":""Earl C. ""Duke"" Austin""}"
1991890029076645,2 to 12 Years,PhD,$64K-$97K,Kabul,Afghanistan,33.9391,67.71,Temporary,116324,2022-09-26,Male,Bobby Jackson,001-526-391-3541x98848,Supply Chain Analyst,Logistics Analyst,CareerBuilder,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",BlueScope Steel,"{""Sector"":""Mining and Metals/Manufacturing"",""Industry"":""Manufacturing/Steel"",""City"":""Melbourne"",""State"":""VIC"",""Zip"":""3000"",""Website"":""https://www.bluescope.com/"",""Ticker"":""BSL"",""CEO"":""Mark Vassella""}"
2900471379627357,3 to 12 Years,BCA,$57K-$89K,Macao,"Macao SAR, China",22.1987,113.5439,Intern,26021,2022-12-23,Both,Cassandra Mcneil,913-985-2099,Electrical Designer,Electrical Engineer,SimplyHired,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,Design electrical systems and components for buildings and infrastructure projects. Ensure compliance with electrical codes and safety standards. Collaborate with architects and contractors.,Sartorius AG,"{""Sector"":""Lab Equipment"",""Industry"":""Life Sciences"",""City"":""G ttingen"",""State"":""Lower Saxony"",""Zip"":""37075"",""Website"":""https://www.sartorius.com/en"",""Ticker"":""SRT.DE"",""CEO"":""Joachim Kreuzburg""}"
1889851174701972,1 to 10 Years,B.Com,$59K-$106K,Doha,Qatar,25.3548,51.1839,Temporary,118496,2022-03-15,Female,Stephanie Moore,481.955.7108,Brand Manager,Product Brand Manager,LinkedIn,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,Manage the branding of specific products or product lines. Create product launch plans and marketing campaigns. Ensure consistent product messaging and brand representation.,United Natural Foods,"{""Sector"":""Food and Beverage"",""Industry"":""Wholesalers: Food and Grocery"",""City"":""Providence"",""State"":""Rhose Island"",""Zip"":""2908"",""Website"":""www.unfi.com"",""Ticker"":""UNFI"",""CEO"":""Sandy Douglas""}"
2608159426086380,0 to 10 Years,BCA,$62K-$92K,Amsterdam,Netherlands,52.1326,5.2913,Part-Time,38468,2022-04-02,Both,Sharon Franklin,001-814-558-8859x868,Event Planner,Event Coordinator,CareerBuilder,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Event planning Vendor coordination Budget management Marketing and promotion Logistics,"Plan and coordinate events, including logistics, vendor management, and timelines. Communicate with clients to understand event goals and preferences. Ensure smooth event execution.",Informa,"{""Sector"":""Publishing and Events"",""Industry"":""Media/Entertainment"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.informa.com"",""Ticker"":""INF.L"",""CEO"":""Stephen A. Carter""}"
